Well,Sample,Target,Task,Amp Status,Ct,Ct Mean,Cq Confidence,Ct Standard Deviation,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Omit
A1,S25,actb,Unknown,Amp,14.339828,14.295475,0.9860137,0.06272328,true,0.092518605,true,3,10,81.703735,,,false
A2,S26,actb,Unknown,Amp,14.103662,14.070309,0.96636367,0.047168728,true,0.092518605,true,3,10,81.56372,,,false
A3,S27,actb,Unknown,Amp,13.748165,13.702707,0.9909065,0.064287096,true,0.092518605,true,3,10,81.423706,,,false
A4,S28,actb,Unknown,Amp,15.094732,14.847637,0.9812248,0.34944594,true,0.092518605,true,3,11,74.282974,,,false
A5,S29,actb,Unknown,Amp,15.145121,14.916012,0.9709002,0.3240088,true,0.092518605,true,3,11,75.82313,,,false
A6,S30,actb,Unknown,Amp,14.638079,14.73639,0.9840337,0.13903335,true,0.092518605,true,3,10,81.423706,,,false
A7,S31,actb,Unknown,Amp,14.252703,14.213513,0.98128444,0.055422094,true,0.092518605,true,3,10,81.423706,,,false
A8,S32,actb,Unknown,Amp,14.004193,13.992487,0.9857203,0.016555956,true,0.092518605,true,3,10,81.703735,,,false
A9,S33,actb,Unknown,Amp,14.687686,14.629357,0.98005503,0.08248914,true,0.092518605,true,3,10,81.56372,,,false
A10,S34,actb,Unknown,Amp,14.7274885,14.711382,0.9868222,0.022777505,true,0.092518605,true,3,11,81.84375,,,false
A11,S35,actb,Unknown,Amp,14.260575,14.227762,0.98327076,0.04640402,true,0.092518605,true,3,10,81.56372,,,false
A12,S36,actb,Unknown,Amp,14.925968,14.937724,0.9869065,0.016625414,true,0.092518605,true,3,11,81.56372,,,false
B1,S25,actb,Unknown,Amp,14.251123,14.295475,0.9872047,0.06272328,true,0.092518605,true,3,10,81.703735,,,false
B2,S26,actb,Unknown,Amp,14.036955,14.070309,0.98141277,0.047168728,true,0.092518605,true,3,10,81.423706,,,false
B3,S27,actb,Unknown,Amp,13.657249,13.702707,0.98908,0.064287096,true,0.092518605,true,3,9,81.423706,,,false
B4,S28,actb,Unknown,Amp,14.600541,14.847637,0.98977286,0.34944594,true,0.092518605,true,3,10,81.423706,,,false
B5,S29,actb,Unknown,Amp,14.686903,14.916012,0.98545796,0.3240088,true,0.092518605,true,3,10,81.703735,,,false
B6,S30,actb,Unknown,Amp,14.834702,14.73639,0.9817743,0.13903335,true,0.092518605,true,3,10,79.043465,,,false
B7,S31,actb,Unknown,Amp,14.174324,14.213513,0.9837693,0.055422094,true,0.092518605,true,3,10,81.56372,,,false
B8,S32,actb,Unknown,Amp,13.98078,13.992487,0.98677886,0.016555956,true,0.092518605,true,3,10,81.703735,,,false
B9,S33,actb,Unknown,Amp,14.571029,14.629357,0.98601335,0.08248914,true,0.092518605,true,3,10,81.84375,,,false
B10,S34,actb,Unknown,Amp,14.695276,14.711382,0.9929918,0.022777505,true,0.092518605,true,3,10,81.84375,,,false
B11,S35,actb,Unknown,Amp,14.19495,14.227762,0.9784355,0.04640402,true,0.092518605,true,3,10,81.56372,,,false
