Well,Sample,Target,Task,Amp Status,Ct,Ct Mean,Cq Confidence,Ct Standard Deviation,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Omit
A1,S13,actb,Unknown,Amp,14.113509,14.059037,0.9852076,0.077034995,true,0.096917234,true,3,10,81.85656,,,false
A2,S14,actb,Unknown,Amp,13.2635,13.192167,0.9903862,0.10088,true,0.096917234,true,3,9,81.85656,,,false
A3,S15,actb,Unknown,Amp,13.229838,13.230434,0.9913415,8.42937E-4,true,0.096917234,true,3,9,81.71646,,,false
A4,S16,actb,Unknown,Amp,13.730929,13.693879,0.9885125,0.05239696,true,0.096917234,true,3,9,81.57636,,,false
A5,S17,actb,Unknown,Amp,13.857896,13.836796,0.9917547,0.029839968,true,0.096917234,true,3,10,81.99666,,,false
A6,S18,actb,Unknown,Amp,14.22872,14.101551,0.9869447,0.17984363,true,0.096917234,true,3,10,81.99666,,,false
A7,S19,actb,Unknown,Amp,13.471921,13.462751,0.98662674,0.012968416,true,0.096917234,true,3,9,81.99666,,,false
A8,S20,actb,Unknown,Amp,12.960375,12.93012,0.99228543,0.04278546,true,0.096917234,true,3,9,81.99666,,,false
A9,S21,actb,Unknown,Amp,13.014811,13.007896,0.98949534,0.009778744,true,0.096917234,true,3,9,82.13675,,,false
A10,S22,actb,Unknown,Amp,13.766227,13.79974,0.99316514,0.04739531,true,0.096917234,true,3,9,82.13675,,,false
A11,S23,actb,Unknown,Amp,14.28394,14.273487,0.9853263,0.014783766,true,0.096917234,true,3,10,81.85656,,,false
A12,S24,actb,Unknown,Amp,13.491044,13.450422,0.9873792,0.057448514,true,0.096917234,true,3,9,81.85656,,,false
B1,S13,actb,Unknown,Amp,14.004565,14.059037,0.98381853,0.077034995,true,0.096917234,true,3,10,81.85656,,,false
B2,S14,actb,Unknown,Amp,13.120834,13.192167,0.98862064,0.10088,true,0.096917234,true,3,9,81.85656,,,false
B3,S15,actb,Unknown,Amp,13.23103,13.230434,0.98674965,8.42937E-4,true,0.096917234,true,3,9,81.57636,,,false
B4,S16,actb,Unknown,Amp,13.656829,13.693879,0.9901123,0.05239696,true,0.096917234,true,3,9,81.57636,,,false
B5,S17,actb,Unknown,Amp,13.815696,13.836796,0.9917956,0.029839968,true,0.096917234,true,3,9,81.85656,,,false
B6,S18,actb,Unknown,Amp,13.974382,14.101551,0.9836879,0.17984363,true,0.096917234,true,3,8,81.99666,,,false
B7,S19,actb,Unknown,Amp,13.453581,13.462751,0.98835987,0.012968416,true,0.096917234,true,3,9,81.85656,,,false
B8,S20,actb,Unknown,Amp,12.899867,12.93012,0.9913541,0.04278546,true,0.096917234,true,3,9,81.99666,,,false
B9,S21,actb,Unknown,Amp,13.000981,13.007896,0.98831534,0.009778744,true,0.096917234,true,3,9,82.13675,,,false
