Well,Sample,Target,Task,Amp Status,Ct,Ct Mean,Cq Confidence,Ct Standard Deviation,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Omit
A1,S13,actb,Unknown,Amp,14.356246,14.308321,0.9879852,0.06777618,true,0.0890699,true,3,10,81.69538,,,false
A2,S14,actb,Unknown,Amp,13.423316,13.42968,0.98692703,0.008999195,true,0.0890699,true,3,9,81.69538,,,false
A3,S15,actb,Unknown,Amp,13.348981,13.329935,0.9906625,0.026934197,true,0.0890699,true,3,9,81.41726,,,false
A4,S16,actb,Unknown,Amp,13.979611,13.997049,0.9894951,0.024661638,true,0.0890699,true,3,10,81.41726,,,false
A5,S17,actb,Unknown,Amp,13.973328,13.974478,0.98898953,0.001627206,true,0.0890699,true,3,10,81.83444,,,false
A6,S18,actb,Unknown,Amp,14.571582,14.526436,0.98659784,0.063846745,true,0.0890699,true,3,10,81.69538,,,false
A7,S19,actb,Unknown,Amp,13.61234,13.591484,0.992288,0.029494701,true,0.0890699,true,3,9,81.83444,,,false
A8,S20,actb,Unknown,Amp,13.108601,13.06739,0.9900356,0.058279987,true,0.0890699,true,3,9,81.69538,,,false
A9,S21,actb,Unknown,Amp,13.189967,13.175498,0.9833829,0.020462463,true,0.0890699,true,3,9,81.83444,,,false
A10,S22,actb,Unknown,Amp,13.959715,13.966789,0.9938896,0.010003976,true,0.0890699,true,3,10,81.9735,,,false
A11,S23,actb,Unknown,Amp,14.572624,14.524359,0.9896729,0.06825834,true,0.0890699,true,3,10,81.69538,,,false
A12,S24,actb,Unknown,Amp,13.811511,13.789673,0.9919313,0.030883187,true,0.0890699,true,3,10,81.69538,,,false
B1,S13,actb,Unknown,Amp,14.260396,14.308321,0.9833027,0.06777618,true,0.0890699,true,3,10,81.69538,,,false
B2,S14,actb,Unknown,Amp,13.436043,13.42968,0.9868976,0.008999195,true,0.0890699,true,3,10,81.55632,,,false
B3,S15,actb,Unknown,Amp,13.31089,13.329935,0.9833687,0.026934197,true,0.0890699,true,3,9,81.41726,,,false
B4,S16,actb,Unknown,Amp,14.014488,13.997049,0.9838376,0.024661638,true,0.0890699,true,3,10,81.41726,,,false
B5,S17,actb,Unknown,Amp,13.975629,13.974478,0.98052657,0.001627206,true,0.0890699,true,3,10,81.83444,,,false
B6,S18,actb,Unknown,Amp,14.481289,14.526436,0.9860936,0.063846745,true,0.0890699,true,3,10,81.83444,,,false
B7,S19,actb,Unknown,Amp,13.570628,13.591484,0.9894671,0.029494701,true,0.0890699,true,3,9,81.83444,,,false
B8,S20,actb,Unknown,Amp,13.02618,13.06739,0.98672634,0.058279987,true,0.0890699,true,3,9,81.69538,,,false
B9,S21,actb,Unknown,Amp,13.161029,13.175498,0.9900944,0.020462463,true,0.0890699,true,3,9,81.83444,,,false
B10,S22,actb,Unknown,Amp,13.973863,13.966789,0.9901823,0.010003976,true,0.0890699,true,3,10,81.83444,,,false
B11,S23,actb,Unknown,Amp,14.476092,14.524359,0.9917226,0.06825834,true,0.0890699,true,3,10,81.69538,,,false
B12,S24,actb,Unknown,Amp,13.767836,13.789673,0.98939764,0.030883187,true,0.0890699,true,3,10,81.69538,,,false
C1,S13,Ub2l3,Unknown,Amp,19.080254,19.070585,0.93070817,0.013673112,true,0.08906065,true,3,15,80.5829,,,false
C2,S14,Ub2l3,Unknown,Amp,17.899061,17.919334,0.97125375,0.028669298,true,0.08906065,true,3,14,80.5829,,,false
C3,S15,Ub2l3,Unknown,Amp,18.1472,18.10449,0.959712,0.060400143,true,0.08906065,true,3,14,80.44384,,,false
C4,S16,Ub2l3,Unknown,Amp,18.338896,18.343376,0.9687029,0.006337537,true,0.08906065,true,3,14,80.44384,,,false
C5,S17,Ub2l3,Unknown,Amp,18.272606,18.248354,0.9555387,0.034297418,true,0.08906065,true,3,14,80.72196,,,false
C6,S18,Ub2l3,Unknown,Amp,19.24817,19.276299,0.95818734,0.039779883,true,0.08906065,true,3,15,80.86102,,,false
