Well,Sample,Target,Task,Amp Status,Ct,Ct Mean,Cq Confidence,Ct Standard Deviation,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Omit
A1,S25,actb,Unknown,Amp,14.050274,13.922947,0.9573179,0.18006685,true,0.056841403,true,3,10,81.29235,,,false
A2,S26,actb,Unknown,Amp,13.590456,13.543587,0.98646146,0.066282496,true,0.056841403,true,3,10,81.572495,,,false
A3,S27,actb,Unknown,Amp,13.431519,13.313271,0.98514,0.16722858,true,0.056841403,true,3,10,81.43242,,,false
A4,S28,actb,Unknown,Amp,14.131127,14.1662655,0.97919565,0.049693495,true,0.056841403,true,3,10,81.29235,,,false
A5,S29,actb,Unknown,Amp,14.591718,14.443384,0.98653984,0.20977464,true,0.056841403,true,3,11,81.85264,,,false
A6,S30,actb,Unknown,Amp,14.163709,14.112307,0.98037416,0.072693534,true,0.056841403,true,3,11,81.85264,,,false
A7,S31,actb,Unknown,Amp,13.725615,13.70886,0.9880798,0.023693947,true,0.056841403,true,3,10,81.71257,,,false
A8,S32,actb,Unknown,Amp,13.602505,13.254238,0.9889165,0.49252403,true,0.056841403,true,3,10,81.71257,,,false
A9,S33,actb,Unknown,Amp,13.775497,13.572952,0.98608917,0.28644213,true,0.056841403,true,3,10,81.85264,,,false
A10,S34,actb,Unknown,Amp,13.924201,13.846035,0.9829689,0.1105441,true,0.056841403,true,3,10,81.85264,,,false
A11,S35,actb,Unknown,Amp,13.889066,13.796579,0.9912401,0.13079482,true,0.056841403,true,3,10,81.572495,,,false
A12,S36,actb,Unknown,Amp,14.631501,14.503395,0.9734563,0.1811694,true,0.056841403,true,3,11,81.01221,,,false
B1,S25,actb,Unknown,Amp,13.795621,13.922947,0.98770046,0.18006685,true,0.056841403,true,3,10,81.71257,,,false
B2,S26,actb,Unknown,Amp,13.496718,13.543587,0.97344214,0.066282496,true,0.056841403,true,3,10,81.572495,,,false
B3,S27,actb,Unknown,Amp,13.195022,13.313271,0.9855833,0.16722858,true,0.056841403,true,3,10,81.43242,,,false
B4,S28,actb,Unknown,Amp,14.201405,14.1662655,0.9882065,0.049693495,true,0.056841403,true,3,11,81.43242,,,false
B5,S29,actb,Unknown,Amp,14.295052,14.443384,0.9854007,0.20977464,true,0.056841403,true,3,11,81.71257,,,false
B6,S30,actb,Unknown,Amp,14.0609045,14.112307,0.9891085,0.072693534,true,0.056841403,true,3,10,81.85264,,,false
B7,S31,actb,Unknown,Amp,13.692106,13.70886,0.989978,0.023693947,true,0.056841403,true,3,10,81.71257,,,false
B8,S32,actb,Unknown,Amp,12.905971,13.254238,0.9931432,0.49252403,true,0.056841403,true,3,9,81.71257,,,false
B9,S33,actb,Unknown,Amp,13.370407,13.572952,0.9805144,0.28644213,true,0.056841403,true,3,10,81.85264,,,false
B10,S34,actb,Unknown,Amp,13.767868,13.846035,0.9914687,0.1105441,true,0.056841403,true,3,10,81.85264,,,false
B11,S35,actb,Unknown,Amp,13.704094,13.796579,0.9892657,0.13079482,true,0.056841403,true,3,10,81.572495,,,false
B12,S36,actb,Unknown,Amp,14.375289,14.503395,0.9843746,0.1811694,true,0.056841403,true,3,11,81.43242,,,false
C1,S25,Ub2l3,Unknown,Amp,18.022509,18.105738,0.9739436,0.11770367,true,0.06548637,true,3,14,80.45191,,,false
C2,S26,Ub2l3,Unknown,Amp,17.752699,17.73597,0.98694706,0.02366023,true,0.06548637,true,3,14,80.45191,,,false
C3,S27,Ub2l3,Unknown,Amp,17.515144,17.524986,0.97779703,0.013918575,true,0.06548637,true,3,14,80.311844,,,false
C4,S28,Ub2l3,Unknown,Amp,18.442835,18.481722,0.9842704,0.054994557,true,0.06548637,true,3,14,80.311844,,,false
C5,S29,Ub2l3,Unknown,Amp,18.114986,18.316479,0.981733,0.2849518,true,0.06548637,true,3,14,80.59199,,,false
C6,S30,Ub2l3,Unknown,Amp,18.465948,18.448532,0.98292685,0.024628595,true,0.06548637,true,3,15,80.59199,,,false
C7,S31,Ub2l3,Unknown,Amp,17.73849,17.70554,0.9794458,0.046597555,true,0.06548637,true,3,14,80.45191,,,false
C8,S32,Ub2l3,Unknown,Amp,17.35419,17.659967,0.98913646,0.4324334,true,0.06548637,true,3,14,80.59199,,,false
C9,S33,Ub2l3,Unknown,Amp,18.496851,18.307396,0.98756236,0.26792854,true,0.06548637,true,3,15,80.59199,,,false
C10,S34,Ub2l3,Unknown,Amp,19.091763,18.762798,0.9723612,0.46522567,true,0.06548637,true,3,15,80.59199,,,false
C11,S35,Ub2l3,Unknown,Amp,18.1429,18.19249,0.979511,0.07012831,true,0.06548637,true,3,14,80.311844,,,false
C12,S36,Ub2l3,Unknown,Amp,18.772938,19.09795,0.97824055,0.45963666,true,0.06548637,true,3,15,80.311844,,,false
D1,S25,Ub2l3,Unknown,Amp,18.188967,18.105738,0.9811586,0.11770367,true,0.06548637,true,3,14,80.45191,,,false
D2,S26,Ub2l3,Unknown,Amp,17.719238,17.73597,0.9823087,0.02366023,true,0.06548637,true,3,14,80.311844,,,false
D3,S27,Ub2l3,Unknown,Amp,17.534828,17.524986,0.9856762,0.013918575,true,0.06548637,true,3,14,80.311844,,,false
D4,S28,Ub2l3,Unknown,Amp,18.520609,18.481722,0.9651787,0.054994557,true,0.06548637,true,3,15,80.311844,,,false
D5,S29,Ub2l3,Unknown,Amp,18.51797,18.316479,0.9829977,0.2849518,true,0.06548637,true,3,15,80.45191,,,false
D6,S30,Ub2l3,Unknown,Amp,18.431118,18.448532,0.98145616,0.024628595,true,0.06548637,true,3,14,80.59199,,,false
D7,S31,Ub2l3,Unknown,Amp,17.67259,17.70554,0.98468834,0.046597555,true,0.06548637,true,3,14,80.45191,,,false
D8,S32,Ub2l3,Unknown,Amp,17.965744,17.659967,0.98824567,0.4324334,true,0.06548637,true,3,14,80.45191,,,false
D9,S33,Ub2l3,Unknown,Amp,18.117943,18.307396,0.9838904,0.26792854,true,0.06548637,true,3,14,80.59199,,,false
D10,S34,Ub2l3,Unknown,Amp,18.433834,18.762798,0.9757075,0.46522567,true,0.06548637,true,3,15,80.59199,,,false
D11,S35,Ub2l3,Unknown,Amp,18.242077,18.19249,0.9702239,0.07012831,true,0.06548637,true,3,14,80.17177,,,false
D12,S36,Ub2l3,Unknown,Amp,19.422962,19.09795,0.985117,0.45963666,true,0.06548637,true,3,16,80.311844,,,false
E1,S25,Lmtk2,Unknown,Amp,24.487936,24.512472,0.90456927,0.034699332,true,0.059159927,true,3,21,83.673584,,,false
E2,S26,Lmtk2,Unknown,Amp,24.0148,24.048473,0.888094,0.047623917,true,0.059159927,true,3,20,83.533516,,,false
E3,S27,Lmtk2,Unknown,Amp,23.779121,23.83876,0.8851084,0.0843409,true,0.059159927,true,3,20,83.533516,,,false
E4,S28,Lmtk2,Unknown,Amp,25.030561,25.11924,0.92137057,0.12541148,true,0.059159927,true,3,21,83.533516,,,false
E5,S29,Lmtk2,Unknown,Amp,25.285204,25.329855,0.8985583,0.06314609,true,0.059159927,true,3,21,83.673584,,,false
E6,S30,Lmtk2,Unknown,Amp,25.614471,25.572163,0.9298767,0.05983504,true,0.059159927,true,3,22,83.673584,,,false
E7,S31,Lmtk2,Unknown,Amp,24.086027,24.203287,0.88203996,0.16583066,true,0.059159927,true,3,20,83.673584,,,false
E8,S32,Lmtk2,Unknown,Amp,24.428381,24.42487,0.88811827,0.004964562,true,0.059159927,true,3,21,83.673584,,,false
E9,S33,Lmtk2,Unknown,Amp,24.859167,25.022675,0.89112574,0.23123312,true,0.059159927,true,3,21,83.81366,,,false
