Well,Sample,Target,Task,Amp Status,Ct,Ct Mean,Cq Confidence,Ct Standard Deviation,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Omit
A1,S1,actb,Unknown,Amp,12.77775,12.737736,0.98875225,0.056589395,true,0.08517614,true,3,9,81.85101,,,false
A2,S2,actb,Unknown,Amp,13.235975,13.16793,0.98597,0.096231036,true,0.08517614,true,3,9,81.71095,,,false
A3,S3,actb,Unknown,Amp,12.465553,12.43803,0.993811,0.03892413,true,0.08517614,true,3,8,81.570885,,,false
A4,S4,actb,Unknown,Amp,13.608405,13.5407715,0.98849756,0.09564839,true,0.08517614,true,3,9,81.430824,,,false
A5,S5,actb,Unknown,Amp,13.89862,13.8632765,0.9905192,0.04998279,true,0.08517614,true,3,10,81.99107,,,false
A6,S6,actb,Unknown,Amp,13.743509,13.6184,0.99070245,0.1769318,true,0.08517614,true,3,10,81.85101,,,false
A7,S7,actb,Unknown,Amp,12.686678,12.654772,0.98964196,0.045122754,true,0.08517614,true,3,9,81.99107,,,false
A8,S8,actb,Unknown,Amp,12.261208,12.192259,0.98960626,0.09750825,true,0.08517614,true,3,8,81.99107,,,false
A9,S9,actb,Unknown,Amp,12.194227,12.166117,0.98808837,0.03975493,true,0.08517614,true,3,8,81.99107,,,false
A10,S10,actb,Unknown,Amp,12.841047,12.801342,0.991736,0.056152415,true,0.08517614,true,3,9,81.99107,,,false
A11,S11,actb,Unknown,Amp,13.118766,13.051825,0.9893691,0.09466924,true,0.08517614,true,3,9,81.85101,,,false
A12,S12,actb,Unknown,Amp,12.834654,12.815046,0.9909945,0.027729254,true,0.08517614,true,3,9,81.85101,,,false
B1,S1,actb,Unknown,Amp,12.697721,12.737736,0.9917607,0.056589395,true,0.08517614,true,3,9,81.71095,,,false
B2,S2,actb,Unknown,Amp,13.099884,13.16793,0.9885339,0.096231036,true,0.08517614,true,3,9,81.570885,,,false
B3,S3,actb,Unknown,Amp,12.410506,12.43803,0.9880098,0.03892413,true,0.08517614,true,3,8,81.570885,,,false
B4,S4,actb,Unknown,Amp,13.473138,13.5407715,0.9873568,0.09564839,true,0.08517614,true,3,9,81.430824,,,false
B5,S5,actb,Unknown,Amp,13.827933,13.8632765,0.98593485,0.04998279,true,0.08517614,true,3,10,81.85101,,,false
B6,S6,actb,Unknown,Amp,13.49329,13.6184,0.98726153,0.1769318,true,0.08517614,true,3,9,81.99107,,,false
B7,S7,actb,Unknown,Amp,12.622865,12.654772,0.98812246,0.045122754,true,0.08517614,true,3,8,81.85101,,,false
B8,S8,actb,Unknown,Amp,12.12331,12.192259,0.9905261,0.09750825,true,0.08517614,true,3,8,81.99107,,,false
B9,S9,actb,Unknown,Amp,12.138005,12.166117,0.9852181,0.03975493,true,0.08517614,true,3,8,81.99107,,,false
B10,S10,actb,Unknown,Amp,12.761636,12.801342,0.99342144,0.056152415,true,0.08517614,true,3,9,81.99107,,,false
